StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q21,Q25,Q27,Q29,Q31,Q33,Q35,Q37,Q39,Q41,Q43,covid_screen_1,covid_screen_2,covid_screen_3,covid_screen_4,covid_screen_5,covid_screen_6,covid_screen_7,covid_screen_8,covid_screen_9,covid_screen_10,covid_screen_11,covid_screen_12,covid_screen_13,covid_screen_14,covid_screen_15,covid_screen_16,eat,alcohol,meds,gender,age,Q15,Q16,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14
11/12/2021 13:48,11/12/2021 14:12,IP Address,139.184.128.132,100,1449,TRUE,11/12/2021 14:12,R_3mlau3eCyNKBWOj,,,,,50.86120605,-0.119400024,anonymous,EN,5142,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,31,10,4.6,1-2 times per week,1-2 times per week,1 time per month or less,1-2 times per week,I don't remember,,I don't have any expectations,,,If I really wanted a beer but could not consume alcohol. E.g. lunch break,,
11/12/2021 13:46,11/12/2021 14:25,IP Address,139.184.165.14,100,2319,TRUE,11/12/2021 14:25,R_D1O5dzW3KERmNNL,,,,,50.83450317,-0.186004639,anonymous,EN,6141,Yes,No,No,Yes,No,No,No,No,10,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,17.7,7.2,1-2 times per week,1-2 times per week,2-3 times per month,1-2 times per week,Yes,about the same,,NEVER,NEVER,just to taste test it ,it tasted pretty similar to alcoholic beer,has no alcohol
11/12/2021 13:51,11/12/2021 14:39,IP Address,139.184.165.19,100,2895,TRUE,11/12/2021 14:39,R_1FrHo0As9pzY9Ak,,,,,50.83450317,-0.186004639,anonymous,EN,5143,Yes,No,No,Yes,No,No,No,No,None,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,,15,2,5-6 times per week,1-2 times per week,3-4 times per week,3-4 times per week,Yes,I don't remember,,NEVER,NEVER,I like the taste of beer in general,It tastes similar to beer,The taste isnt quite the same
11/15/2021 13:57,11/15/2021 14:05,IP Address,139.184.165.14,100,489,TRUE,11/15/2021 14:06,R_2YMu5A6gzKdGDBc,,,,,50.83450317,-0.186004639,anonymous,EN,5144,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,30,4.6,5-6 times per week,1-2 times per week,1-2 times per week,5-6 times per week,No,,better than a regular beer,,,Has more flexibility to make it taste nice since the alcohol in the beer can sometimes make it quite bitter,,
11/15/2021 14:00,11/15/2021 14:06,IP Address,139.184.128.132,100,348,TRUE,11/15/2021 14:06,R_1kXo6v73cFbxgWS,,,,,50.86120605,-0.119400024,anonymous,EN,5145,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,10,1,1-2 times per week,2-3 times per month,1-2 times per week,5-6 times per week,I don't remember,,about the same,,,Probably only by accident if i had bought it without realising it was non alcoholic,,
11/17/2021 12:20,11/17/2021 14:07,IP Address,139.184.165.14,100,6419,TRUE,11/17/2021 14:07,R_325smAjNZVpe9BH,,,,,50.83450317,-0.186004639,anonymous,EN,1146,Yes,No,No,Yes,No,No,No,No,4,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,19,20,20,3-4 times per week,1-2 times per week,1-2 times per week,1 time per month or less,Yes,worse than regular beer,,NEVER,1 time per month or less,I had to drink non alcoholic beer on a film set,Nothing,It smelt weird and tasted bad
11/17/2021 14:02,11/17/2021 14:10,IP Address,139.184.128.132,100,492,TRUE,11/17/2021 14:10,R_RfP0kICTFMBB9ux,,,,,50.86120605,-0.119400024,anonymous,EN,2147,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,2.3,2.3,3-4 times per week,2-3 times per month,NEVER,1 time per month or less,Yes,about the same,,NEVER,1 time per month or less,is nice and you can drink it also during the week,That has the same taste,Nothing in particular
11/17/2021 14:12,11/17/2021 14:25,IP Address,139.184.165.19,100,791,TRUE,11/17/2021 14:25,R_12cgWKRNAG5yr6p,,,,,50.83450317,-0.186004639,anonymous,EN,5148,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,21,20,2.3,1-2 times per week,2-3 times per month,1-2 times per week,3-4 times per week,No,,about the same,,,If I needed to drive or if I was sober but didn't want anyone to ask questions,,
11/17/2021 14:09,11/17/2021 14:46,IP Address,139.184.128.147,100,2247,TRUE,11/17/2021 14:46,R_24q6OaUHYXdY4fq,,,,,50.86120605,-0.119400024,anonymous,EN,6150,Yes,No,No,Yes,No,No,No,No,3,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,4.3,2.3,3-4 times per week,1-2 times per week,1-2 times per week,1-2 times per week,Yes,worse than regular beer,,1 time per month or less,NEVER,I accidentally bought it and so drank it to see how different to regular beer it was,"Its taste wasn't bad, its better for you",It didn't taste as nice as regular beer
11/17/2021 14:07,11/17/2021 14:46,IP Address,139.184.165.208,100,2349,TRUE,11/17/2021 14:46,R_Athgn3eOXhi5nz3,,,,,50.83450317,-0.186004639,anonymous,EN,3149,Yes,No,No,Yes,No,No,No,No,none,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,4,2.3,2-3 times per month,1 time per month or less,1-2 times per week,1-2 times per week,Yes,I don't remember,,NEVER,NEVER,it was all that was left ,it tasted about the same i guess ,i don't remember 
11/18/2021 13:34,11/18/2021 14:04,IP Address,139.184.165.14,100,1818,TRUE,11/18/2021 14:04,R_3nDe2HpVy1mgNil,,,,,50.83450317,-0.186004639,anonymous,EN,5151,Yes,No,No,Yes,No,No,No,No,4,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,no,no,No,No,female,18,8.3,4.6,3-4 times per week,1 time per month or less,1 time per month or less,2-3 times per month,Yes,about the same,,NEVER,NEVER,I was trying not to consume alcohol therefore i thought it would be a suitable option so that i could still enjoy a drink with my friends at the pub.,I like that it tastes similar to beer just without the negative effects it has on the liver,that it did not get me drunk
11/18/2021 13:34,11/18/2021 14:15,IP Address,139.184.128.132,100,2490,TRUE,11/18/2021 14:15,R_1Q3Cy1zYuKERmIH,,,,,50.86120605,-0.119400024,anonymous,EN,1152,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,1,0.5,2-3 times per month,2-3 times per month,1 time per month or less,1 time per month or less,No,,about the same,,,To try out how it tastes ,,
11/18/2021 14:10,11/18/2021 14:16,IP Address,139.184.128.147,100,372,TRUE,11/18/2021 14:16,R_5BUeuCWuYlfslYB,,,,,50.86120605,-0.119400024,anonymous,EN,6153,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,8,4.6,2-3 times per month,2-3 times per month,NEVER,3-4 times per week,No,,worse than a regular beer,,,Never encountered the opportunity and wasn't recommended to do so.,,
11/18/2021 13:37,11/18/2021 14:20,IP Address,139.184.165.208,100,2578,TRUE,11/18/2021 14:20,R_2bTVX5XBApKr5sZ,,,,,50.83450317,-0.186004639,anonymous,EN,5154,Yes,No,No,Yes,No,No,No,No,5,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,19,28,16,1-2 times per week,2-3 times per month,NEVER,2-3 times per month,No,,worse than a regular beer,,,i would drink it if someone offered it to me but i would never spend my own money on it,,
11/18/2021 14:39,11/18/2021 14:45,IP Address,139.184.165.19,100,365,TRUE,11/18/2021 14:46,R_2CNZT4oqW7NUDx8,,,,,50.83450317,-0.186004639,anonymous,EN,3155,Yes,No,No,Yes,No,No,No,No,3,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,15,4.6,2-3 times per month,1 time per month or less,1-2 times per week,1 time per month or less,No,,about the same,,,I don't really think I would - the taste of beer doesn't appeal too much to me. Maybe if I was out with friends and I wanted to drink but couldn't for some reason e.g. I was driving or had work early the next day,,
11/18/2021 14:41,11/18/2021 14:47,IP Address,139.184.129.60,100,321,TRUE,11/18/2021 14:47,R_qVFf1zTDbHkSyHf,,,,,50.86120605,-0.119400024,anonymous,EN,2156,Yes,No,No,Yes,No,No,No,No,25,Yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,No,No,female,18,50,30,5-6 times per week,1-2 times per week,1 time per month or less,1-2 times per week,Yes,about the same,,NEVER,NEVER,"it was an accident, i thought it was normal beer but turned out to be non-alcoholic. ",nothing really ,it wasnt alcoholic
11/19/2021 13:53,11/19/2021 14:03,IP Address,139.184.128.132,100,651,TRUE,11/19/2021 14:03,R_1Cl00VWDuJWFAoM,,,,,50.86120605,-0.119400024,anonymous,EN,6158,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,20,19.6,9.2,2-3 times per month,1-2 times per week,1 time per month or less,2-3 times per month,No,,about the same,,,If I liked the taste of beer but did not want to get drunk I would probably try it,,
11/19/2021 13:52,11/19/2021 14:05,IP Address,139.184.165.14,100,814,TRUE,11/19/2021 14:05,R_1LvfKRQ6KFGMQbb,,,,,50.83450317,-0.186004639,anonymous,EN,3157,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,No,No,male,20,24,18,3-4 times per week,3-4 times per week,2-3 times per month,2-3 times per month,Yes,worse than regular beer,,NEVER,NEVER,Family function around 7 years ago ,Not a lot - tasted like beer though ,No alcohol in it 
11/19/2021 14:12,11/19/2021 14:36,IP Address,139.184.165.208,100,1438,TRUE,11/19/2021 14:36,R_12QZMqswcpVV7O4,,,,,50.83450317,-0.186004639,anonymous,EN,3159,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,19,6.6,4.6,1-2 times per week,2-3 times per month,1 time per month or less,2-3 times per month,Yes,worse than regular beer,,NEVER,1 time per month or less,I consumed non-alcoholic beer during a party because me and a friend went to buy drinks at the co-op and accidentally bought the non-alcoholic version thinking that it had alcohol in it.,there wasn't much I liked though the concept of it is nice as it allows non-drinkers to not feel so left out of parties with alcohol without actually having to drink,"the taste is the same but because there is no alcohol it feels like something is missing, though i feel like this could be a placebo as i only thought something was off after realising that it was non-alcoholic"
11/19/2021 14:13,11/19/2021 14:38,IP Address,139.184.128.147,100,1465,TRUE,11/19/2021 14:38,R_31aA4dOrSKg8yIE,,,,,50.86120605,-0.119400024,anonymous,EN,4160,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,18,9,2,2-3 times per month,2-3 times per month,2-3 times per month,1-2 times per week,I don't remember,,about the same,,,Since it doesn't have any alcohol content it isn't so useful in getting drunk.,,
11/22/2021 13:46,11/22/2021 14:05,IP Address,139.184.165.14,100,1102,TRUE,11/22/2021 14:05,R_2sSeoVyeC6Scm8m,,,,,50.83450317,-0.186004639,anonymous,EN,2161,Yes,No,No,Yes,No,No,No,No,3,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,21,10,6,3-4 times per week,1-2 times per week,1-2 times per week,1-2 times per week,No,,about the same,,,For the taste without the effects.,,
11/22/2021 13:48,11/22/2021 14:10,IP Address,139.184.128.132,100,1293,TRUE,11/22/2021 14:10,R_2bQA2Wmh3Svz1MX,,,,,50.86120605,-0.119400024,anonymous,EN,4162,Yes,No,No,Yes,No,No,No,No,0-1,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,10,2.3,1-2 times per week,2-3 times per month,1-2 times per week,1-2 times per week,Yes,worse than regular beer,,1 time per month or less,1 time per month or less,To see how it tastes and to not become intoxicated,That I did not feel the effects of alcohol,It tasted not as nice
11/22/2021 13:51,11/22/2021 14:27,IP Address,139.184.165.19,100,2170,TRUE,11/22/2021 14:27,R_06WCb8dc98ppJ73,,,,,50.83450317,-0.186004639,anonymous,EN,2163,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,19,15,5,1-2 times per week,2-3 times per month,1 time per month or less,1-2 times per week,Yes,about the same,,1 time per month or less,1 time per month or less,It's safe to drive afterwards,It tastes similar enough,Not a lot
11/22/2021 13:49,11/22/2021 14:29,IP Address,139.184.165.208,100,2350,TRUE,11/22/2021 14:29,R_1CHmGVlcL8yCQ0P,,,,,50.83450317,-0.186004639,anonymous,EN,5164,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,18,2.3,2.3,2-3 times per month,2-3 times per month,1 time per month or less,NEVER,No,,worse than a regular beer,,,To still be able to drink the taste of beer without getting drunk,,
11/23/2021 13:39,11/23/2021 14:11,IP Address,139.184.129.60,100,1914,TRUE,11/23/2021 14:11,R_TkhS9WwqVp8yURH,,,,,50.86120605,-0.119400024,anonymous,EN,1166,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,5,5,1-2 times per week,1-2 times per week,1 time per month or less,2-3 times per month,No,,worse than a regular beer,,,Only If i was pregnant,,
11/23/2021 13:39,11/23/2021 14:15,IP Address,139.184.128.132,100,2119,TRUE,11/23/2021 14:15,R_d0xxN2ESV5uVORr,,,,,50.86120605,-0.119400024,anonymous,EN,4165,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,No,No,male,18,12,11,1-2 times per week,2-3 times per month,1 time per month or less,2-3 times per month,Yes,about the same,,NEVER,NEVER,I tried non-alcoholic beer as I was interested in what it tasted like,It appears to be a healthy way of drinking ,Some brands differed in taste to their alcoholic versions in my opinion
11/24/2021 13:27,11/24/2021 14:06,IP Address,139.184.165.14,100,2336,TRUE,11/24/2021 14:06,R_27JegZ15qbsP7e8,,,,,50.83450317,-0.186004639,anonymous,EN,2167,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,20,5,5-6 times per week,2-3 times per month,5-6 times per week,5-6 times per week,No,,worse than a regular beer,,,"if im driving, not wanting to get drunk, not feeling to well (therefore not wanting to drink alcohol)",,
11/25/2021 12:58,11/25/2021 14:30,IP Address,139.184.128.132,100,5485,TRUE,11/25/2021 14:30,R_20UJtImTLG6shjY,,,,,50.86120605,-0.119400024,anonymous,EN,5169,Yes,No,No,Yes,No,No,No,No,5,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,21,70,25,3-4 times per week,3-4 times per week,2-3 times per month,1-2 times per week,Yes,worse than regular beer,,NEVER,NEVER,i only did it becuase my dad had one left over in the fridge and i wanted to give it a try ,nothing really it didnt taste to bad ,that it was non alcoholic
11/25/2021 12:58,11/25/2021 14:31,IP Address,139.184.165.14,100,5563,TRUE,11/25/2021 14:31,R_12QqXldEd8kfbJS,,,,,50.83450317,-0.186004639,anonymous,EN,3168,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,21,15,4,1 time per month or less,1 time per month or less,2-3 times per month,1-2 times per week,Yes,I don't remember,,NEVER,NEVER,if you didnt want the side effects of alcohol but still wanted a drink,cant remember,cant remember
11/26/2021 13:41,11/26/2021 14:11,IP Address,139.184.128.132,100,1815,TRUE,11/26/2021 14:11,R_3RxNT75TynIfy4d,,,,,50.86120605,-0.119400024,anonymous,EN,6171,Yes,No,No,Yes,No,No,No,No,2,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,20,5,1-2 times per week,2-3 times per month,2-3 times per month,3-4 times per week,Yes,I don't remember,,1 time per month or less,NEVER,Was trying it,some tasted alright,No alcohol/ taste
11/26/2021 13:41,11/26/2021 14:13,IP Address,139.184.165.14,100,1920,TRUE,11/26/2021 14:13,R_3fE20EkIwp7kfZq,,,,,50.83450317,-0.186004639,anonymous,EN,3170,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,20,6,4.5,1-2 times per week,2-3 times per month,1 time per month or less,1 time per month or less,Yes,worse than regular beer,,1 time per month or less,1 time per month or less,when I want the taste of beer but there isn't any alcoholic beer that I can easily access.,not much really,"it just tastes a bit off to me somehow, and most of the time I drink beer to get a bit of a buzz"
11/29/2021 12:41,11/29/2021 14:06,IP Address,139.184.165.14,100,5066,TRUE,11/29/2021 14:06,R_1JUvt58sqYJ9zVQ,,,,,50.83450317,-0.186004639,anonymous,EN,3172,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,18,2,2-3 times per month,1 time per month or less,1-2 times per week,3-4 times per week,Yes,about the same,,1 time per month or less,1 time per month or less,parents drink it,that i could not be drunk of it,the artificial tatse
11/30/2021 14:08,11/30/2021 14:18,IP Address,139.184.165.14,100,619,TRUE,11/30/2021 14:18,R_vIvi9akuChM5kZz,,,,,50.83450317,-0.186004639,anonymous,EN,4173,Yes,No,No,Yes,No,No,No,No,0,Yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,No,No,female,19,5,2.3,3-4 times per week,1-2 times per week,2-3 times per month,1 time per month or less,Yes,I don't remember,,NEVER,NEVER,buy it by accident without realising ,"tastes similar, very refreshing",makes you bloated without effects of alcohol
11/30/2021 14:17,11/30/2021 15:01,IP Address,139.184.128.132,100,2678,TRUE,11/30/2021 15:01,R_1l0iwSLqlXZH1Iq,,,,,50.86120605,-0.119400024,anonymous,EN,5174,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,4,2,5-6 times per week,2-3 times per month,1 time per month or less,2-3 times per month,Yes,I don't remember,,NEVER,NEVER,"when I was around 15and my brother and dad had beers during a movie night or family get together they got me a non alcoholic beer once to jokingly let me ""fit in"" more with them. ",I honestly dont remember ,I remember it being/tasting stale but I cannot remember if that is from bitterness or just the general taste 
12/1/2021 13:52,12/1/2021 14:13,IP Address,139.184.165.14,100,1297,TRUE,12/1/2021 14:13,R_2f3A1q1k2515rIF,,,,,50.83450317,-0.186004639,anonymous,EN,3175,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,23,13,10,5-6 times per week,3-4 times per week,1-2 times per week,2-3 times per month,Yes,worse than regular beer,,1 time per month or less,NEVER,I bought it accidentally ,That I could still enjoy beer without getting tipsy ,Wasn't a strong enough hop flavour 
12/1/2021 13:53,12/1/2021 14:37,IP Address,139.184.128.132,100,2627,TRUE,12/1/2021 14:37,R_2QxL8SRXReG7bh1,,,,,50.86120605,-0.119400024,anonymous,EN,6176,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,2,1,2-3 times per month,1 time per month or less,2-3 times per month,1 time per month or less,Yes,about the same,,NEVER,NEVER,for the taste,the taste and that it doe not make me drunk,there isnt such a big selection 
12/2/2021 13:53,12/2/2021 14:25,IP Address,139.184.165.14,100,1872,TRUE,12/2/2021 14:25,R_RylKuyVCXQsvCbD,,,,,50.83450317,-0.186004639,anonymous,EN,2177,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,12,2.3,1-2 times per week,2-3 times per month,2-3 times per month,1-2 times per week,No,,about the same,,,to enjoy the taste or feel you fit in socially,,
12/2/2021 15:21,12/2/2021 15:29,IP Address,139.184.128.132,100,450,TRUE,12/2/2021 15:29,R_1ozjTnj7bDaz3U6,,,,,50.86120605,-0.119400024,anonymous,EN,2178,Yes,No,No,Yes,No,No,No,No,2-Jan,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,5,2,1-2 times per week,1-2 times per week,1 time per month or less,1-2 times per week,I don't remember,,I don't have any expectations,,,"Only if I was under medication (e.g., antibiotics)",,
12/6/2021 11:52,12/6/2021 14:10,IP Address,139.184.128.132,100,8297,TRUE,12/6/2021 14:10,R_2afRamIZMGXfy65,,,,,50.86120605,-0.119400024,anonymous,EN,6180,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,8.8,2.3,1 time per month or less,2-3 times per month,2-3 times per month,1-2 times per week,Yes,worse than regular beer,,NEVER,1 time per month or less,It was a gift when a relative visited,Let me stay completely focused in the conversation perhaps a bit more than regular beer due to no alcohol,The taste
12/6/2021 11:51,12/6/2021 14:11,IP Address,139.184.165.14,100,8374,TRUE,12/6/2021 14:11,R_3spurSFnAAEVClY,,,,,50.83450317,-0.186004639,anonymous,EN,4179,Yes,No,No,Yes,No,No,No,No,none,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,2.3,2.3,1 time per month or less,1 time per month or less,1 time per month or less,1 time per month or less,Yes,about the same,,2-3 times per month,2-3 times per month,For fun with friends.,Good for a social time without alcohol.,Nothing really.
12/7/2021 13:51,12/7/2021 13:58,IP Address,139.184.165.14,100,404,TRUE,12/7/2021 13:58,R_3O6o52XCJNzdOFK,,,,,50.83450317,-0.186004639,anonymous,EN,3181,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,7,4.6,1-2 times per week,2-3 times per month,NEVER,2-3 times per month,I don't remember,,about the same,,,I would drink it if no beer was available ,,
12/7/2021 13:33,12/7/2021 14:36,IP Address,139.184.129.60,100,3735,TRUE,12/7/2021 14:36,R_3HFGkZtvPLjSGF3,,,,,50.86120605,-0.119400024,anonymous,EN,4182,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,6.9,6.9,1-2 times per week,1-2 times per week,1 time per month or less,2-3 times per month,I don't remember,,worse than a regular beer,,,I tried it out of curiosity,,
12/7/2021 14:29,12/7/2021 14:58,IP Address,139.184.165.208,100,1741,TRUE,12/7/2021 14:58,R_339XJYQCIaQQKY2,,,,,50.83450317,-0.186004639,anonymous,EN,5183,Yes,No,No,Yes,No,No,No,No,2,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,12,3.6,3-4 times per week,1-2 times per week,1-2 times per week,1-2 times per week,Yes,about the same,,1 time per month or less,NEVER,"Bought by accident, or my parents would have them in the house ",I couldn't tell the difference in taste between non-alcoholic and alcoholic beer,Didn't have any units (I don't drink beer unless I'm socially drinking with others- so what's the point!)
12/8/2021 13:48,12/8/2021 14:07,IP Address,139.184.165.14,100,1115,TRUE,12/8/2021 14:07,R_1qVfslOm07nBCRn,,,,,50.83450317,-0.186004639,anonymous,EN,6184,Yes,No,No,Yes,No,No,No,No,2,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,10,1,2-3 times per month,1 time per month or less,2-3 times per month,1-2 times per week,No,,worse than a regular beer,,,If you are driving home you may want to drink non-alcoholic beer to fit in or to make yourself feel better about not actually drinking beer.,,
12/8/2021 13:49,12/8/2021 14:07,IP Address,139.184.129.60,100,1117,TRUE,12/8/2021 14:07,R_324N42wt6YdozDt,,,,,50.86120605,-0.119400024,anonymous,EN,3185,Yes,No,No,Yes,No,No,No,No,2,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,40,6.9,1-2 times per week,3-4 times per week,1 time per month or less,2-3 times per day,Yes,worse than regular beer,,1 time per month or less,1 time per month or less,My family member likes to buy non-alcoholic beer for everyone to drink ,nothing,the taste and the pointlessness of it since it doesn't contain any alcohol
12/10/2021 13:40,12/10/2021 14:16,IP Address,139.184.165.14,100,2165,TRUE,12/10/2021 14:16,R_2X7l40BI6Raco1e,,,,,50.83450317,-0.186004639,anonymous,EN,4186,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,14.5,6.9,2-3 times per day,1-2 times per week,2-3 times per month,5-6 times per week,Yes,about the same,,1 time per month or less,1 time per month or less,"I wanted to see if it tasted any different, also it was the only kind of cold beverage we had at home",It tasted a lot like actual beer and they had nice flavours,It seemed to be more bitter
12/10/2021 13:41,12/10/2021 14:25,IP Address,139.184.128.132,100,2684,TRUE,12/10/2021 14:25,R_2aW8sPOatsx0QLs,,,,,50.86120605,-0.119400024,anonymous,EN,5187,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,2,2.3,5-6 times per week,3-4 times per week,NEVER,3-4 times per week,Yes,worse than regular beer,,1-2 times per week,1 time per month or less,If someone offered it,its non-alcoholic ,"bitter, and doesnt have the same effect as alcoholic beer"
12/10/2021 13:41,12/10/2021 14:26,IP Address,139.184.129.60,100,2695,TRUE,12/10/2021 14:26,R_2zqMy3JQ1onWVeE,,,,,50.86120605,-0.119400024,anonymous,EN,6188,Yes,No,No,Yes,No,No,No,No,none,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,10,2.3,1-2 times per week,2-3 times per month,2-3 times per month,1-2 times per week,Yes,about the same,,1 time per month or less,1 time per month or less,I tried it because we had some at home ,Not much,Still tastes gross like normal beer but also doesnt make you drunk...
12/10/2021 13:44,12/10/2021 14:32,IP Address,139.184.165.19,100,2865,TRUE,12/10/2021 14:32,R_1mQnxrxaYztwqwr,,,,,50.83450317,-0.186004639,anonymous,EN,3189,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,2.3,2.3,1-2 times per week,1 time per month or less,1 time per month or less,1 time per month or less,Yes,worse than regular beer,,NEVER,NEVER,if it was the only option i would drink it,nothing,taste 
